Id,Query,Time,OriginalIntent,FinalIntent,OriginalScore,Nouns,Verbs,Response,ConversationId
F31EC778-8061-423B-B414-C872E61A4726,Council tax,28-Oct-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.9862356,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,2u1MmAz9tJd4OHtS90ujij-eu
7D050939-6E2F-42DC-A7BC-B13FBD8D77F5,Council tax,28-Oct-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.9862356,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,2u1MmAz9tJd4OHtS90ujij-eu
CF62EAED-ECC1-4A95-AA4D-7867FC472570,Enquiry about Council tax payment,28-Oct-22,LocalGov.CouncilTax.Arrears.Pay.Info,LocalGov.CouncilTax.Arrears.Pay.Info,0.64669454,Enquiry Council tax payment Enquiries Councils taxes payments Council-tax-payment,,{Carousel},IYPcqHHo7sl6hgApHmyMnd-eu
0BCF1366-98D3-4D87-906C-DA47C7D683FC,Ohh,28-Oct-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,2u1MmAz9tJd4OHtS90ujij-eu
521C3217-D0C1-4A74-A902-ABE35BF19E45,Here we,28-Oct-22,Root.Hello,Root.Hello,0.07532938,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,2u1MmAz9tJd4OHtS90ujij-eu
74C4783B-7D9A-45D2-B506-B812BEC9970A,This puzzle of a fridge,28-Oct-22,LocalGov.Waste.Household.Dispose.How,LocalGov.Waste.Household.Dispose.How,0.2621889,puzzle fridge puzzles fridges ,,,Ggj5a1OwbJLImwcWKpVcOw-eu
D5071DF9-6727-4F18-874D-106CE6ECB61A,0,28-Oct-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,HrbyCChecqg4XhPMIafpCp-eu
8AE46278-6E59-470C-ACFC-BADFED84C0B9,0,28-Oct-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,HrbyCChecqg4XhPMIafpCp-eu
89558D89-B9CF-47C0-AF71-76005026E097,0,28-Oct-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,HrbyCChecqg4XhPMIafpCp-eu
7C1D6188-DACD-459C-A8A5-C50D55B3E33B,But,28-Oct-22,Root.Hello,Root.Hello,0.5389413,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,HrbyCChecqg4XhPMIafpCp-eu
083C2EEB-F64B-4A68-8BC8-8071E5F1D7B7,Need help with housing but over 60s,28-Oct-22,LocalGov.Housing.Contact,LocalGov.Housing.Contact,0.07697838,housing 60s housing 60 ,house,,LGoRpaUaxIpBvk4zhmS04p-eu
0F60084F-3D1F-4E1D-8154-898643528013,How can I get my final gas meter reading from my old home,28-Oct-22,LocalGov.Housing.Gas.Service.Rebook,LocalGov.Housing.Gas.Service.Rebook,0.121971846,gas meter reading home gases meters reading homes final-gas-meter old-home,get read,,JN7prZvL6b96RDD251e45b-eu
8142424C-3F1F-4656-ABC9-525BA66B1EBB,Provide register to vote details,28-Oct-22,LocalGov.Registration.Birth.Register.Cost,LocalGov.Registration.Birth.Register.Cost,0.18016855,register registers ,Provide vote,,5bjVdTKZmqZ33U8zK630QZ-eu
CC991752-39EC-4E0C-B941-3503EB99DBCF,An abandoned caravan,28-Oct-22,Root.Sensitive.Desperation,Root.Sensitive.Desperation,0.06047511,caravan caravans abandoned-caravan,,,38fk99hVtMMD4e8YRTHIwM-eu
21163779-721B-4632-8311-0A6F61E5EA1B,Housing benefit enquiry,28-Oct-22,LocalGov.CouncilTax.Account.Manage.Info,LocalGov.CouncilTax.Account.Manage.Info,0.66171414,Housing benefit enquiry Housing benefits enquiries Housing-benefit-enquiry,house,{Carousel},9ma0QdTbKWfJTOMKFjXrae-eu
4636908F-86FB-4124-B2F9-215F845AD562,Cancel summons,28-Oct-22,Root.Hello,Root.Hello,0.07532938,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,GM4XA6f1DIa6tEl2TvAUkI-eu
14D9B1EE-FE54-4385-80CF-49591F5091B5,Council tax,28-Oct-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.9862356,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,GM4XA6f1DIa6tEl2TvAUkI-eu
2952FF42-C0D8-4D78-8383-65732D2A4291,The inquiry is to electrician never turned up,28-Oct-22,LocalGov.Waste.Household.Dispose.How,LocalGov.Waste.Household.Dispose.How,0.03901533,inquiry electrician inquiries electricians ,,,507YaXmMveT2FoJyoTHBAd-eu
E4070951-BD66-4FE4-8E5B-B6233FF748DA,Speak to an advisor,28-Oct-22,Base.Person.Transfer,Base.Person.Transfer,0.9819928,advisor advisors ,Speak,,26xN110Qre4GdXbo4xIi3O-eu
71CBBFE5-5480-4217-845B-B6B0777BF1DD,Finding out if someone has applied to be on the Council register,28-Oct-22,LocalGov.Environ.FoodSafety.Register.Info,LocalGov.Environ.FoodSafety.Register.Info,0.079962164,someone Council register someone Councils registers Council-register,,,6q3fOSyR5BqHmbbarCs5Kc-eu
27E416D2-CD01-4ABE-A2A9-5D07432F8D5F,Transfer to housing officer,28-Oct-22,LocalGov.Housing.Contact,LocalGov.Housing.Contact,0.8134698,Transfer housing officer Transfers housing officers housing-officer,house,{Carousel},ERiqsZuc70QGiz1oEUipXn-eu
02BA0C7F-24DE-4C29-96B3-F24842799050,Council tax,28-Oct-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.9862356,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,FCYz7apAyvFGq1xVtb7qaN-eu
587AB1CA-79E6-41E1-BFD6-A474E649D309,Speak to someone,28-Oct-22,Base.Person.Transfer,Base.Person.Transfer,0.99921304,someone someone ,Speak,,FCYz7apAyvFGq1xVtb7qaN-eu
66A8333D-D122-4E9C-8CC2-E764E26F4ACF,Accommodation,28-Oct-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,7aqMX88LyDBHjynsBA1rzQ-eu
5E2E02CB-6D2B-44F3-A3EA-5DE5DB568E3B,Hi how do I get a housing officer for a tenant,28-Oct-22,LocalGov.Housing.Contact,LocalGov.Housing.Contact,0.3285135,housing officer tenant housing officers tenants housing-officer,get house,,F8CBJsj6dHKEY86dHpHeZ5-eu
85D189E9-F43F-4D49-8CBC-C10EEB97E37A,How do I apply for accommodation,28-Oct-22,LocalGov.Parking.Permit.Apply,LocalGov.Parking.Permit.Apply,0.19265488,accommodation accommodations ,apply,,7aqMX88LyDBHjynsBA1rzQ-eu
476D4644-5EBA-4839-9C85-DBF4196FC823,I still haven't received a letter from Council tax office about my console tax,28-Oct-22,LocalGov.CouncilTax.Support.Eligible.Who,LocalGov.CouncilTax.Support.Eligible.Who,0.6020928,letter Council tax office console letters Councils taxes offices consoles console-tax Council-tax-office,havent,{Carousel},1KbX4KWXZpv9hAojUdc0Zd-eu
85F09871-1AA8-49A6-AF28-C3922F63BD5D,I love you,28-Oct-22,Root.Sensitive.Provocation,Root.Sensitive.Provocation,0.117599554,  ,love,,5xb6lDPTz4pKG95HkhsFqQ-eu
A402ADD3-EA62-4C6F-8A1C-D9246909C9D8,"Uh, regarding my letter, the letter I received. Household support fund",28-Oct-22,LocalGov.Planning.Enforcement.Notice.Appeal,LocalGov.Planning.Enforcement.Notice.Appeal,0.11072509,regarding letter Household support fund regarding letters Households supports funds Household-support-fund,regard,,KtsQCcZB5NG3nFhKEeX5GR-eu
7D7008A2-645B-4406-83DD-4A9F97249974,"Um, to speak to someone regarding household support fund in a letter I've received",28-Oct-22,LocalGov.Planning.Enforcement.Notice.Appeal,LocalGov.Planning.Enforcement.Notice.Appeal,0.19083568,someone regarding household support fund letter Ive someone regarding households supports funds letters Ives household-support-fund,speak regard,,40AN8x7G7jWC8vWpeoebxQ-eu
B159FAE5-061C-4D70-8666-57E3D0426FE8,Council tax,28-Oct-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.9862356,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,UC7P4l6osZ5H6T8wVn1rX-eu
3B3DD557-3FE1-4852-9C88-68C380B576F9,That's when I first met you,28-Oct-22,Root.Sensitive.Desperation,Root.Sensitive.Desperation,0.30401728,Thats that ,,,UC7P4l6osZ5H6T8wVn1rX-eu
86153A1E-2BD4-410D-BDAA-CD3C240D2D5A,Operator,28-Oct-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,LrqkLlBWH5QERkOQIhbbEZ-eu
1034A858-365E-445E-AFEB-AC69EADFC6B3,Connect me to switchboard,28-Oct-22,Base.Person.Transfer,Base.Person.Transfer,0.99998045,switchboard switchboards ,Connect,,LrqkLlBWH5QERkOQIhbbEZ-eu
45D532EE-042A-4F4D-A9ED-211374084F91,How do I talk to the Council about permission to develop my industrial property,28-Oct-22,LocalGov.Housing.RightToBuy.Info,LocalGov.Housing.RightToBuy.Info,0.11903288,Council permission property Councils permissions properties industrial-property,talk develop,,LIJye4Ld8zjCUwm8CMZ12j-eu
62012946-6D04-4083-A7C8-91D09F378868,Electro,28-Oct-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,D23Tee0RTPmJB5w9nZcHVm-eu
BA3010D9-F8C2-446C-99CD-83F5527ECA45,Lisa Cole,28-Oct-22,Root.Hello,Root.Hello,0.07532938,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,Ao6bFLBfNxFGN9hqnWrWZr-eu
E2A8B6F4-9BB5-437C-B0DB-C8C3F1016269,Outstanding balance,28-Oct-22,Root.Hello,Root.Hello,0.07532938,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,JMBVCQSznygC2DFJJ0UnNX-eu
2283F376-DA43-45E3-8DDA-753A5E176058,About my outstanding balance,28-Oct-22,LocalGov.CouncilTax.Account.Manage.Info,LocalGov.CouncilTax.Account.Manage.Info,0.31059855,balance balances outstanding-balance,,,JMBVCQSznygC2DFJJ0UnNX-eu
01EA47D9-E57C-4615-B116-13720E25C36F,Help with my council form,28-Oct-22,LocalGov.CouncilTax.Account.Manage.Info,LocalGov.CouncilTax.Account.Manage.Info,0.30218786,council form councils forms council-form,Help,,3l0t63PHFLZCuvtMKFbu64-eu
C49AC620-5140-4EC8-A35D-8F9C0DA54E7A,How do I get somebody's name off a joint tenancy,28-Oct-22,LocalGov.Housing.Tenancy.Tenant.Add,LocalGov.Housing.Tenancy.Tenant.Add,0.6457884,name tenancy names tenancies joint-tenancy,get,{Carousel},2BXyu5Km7ai7S5QbkYZd1Y-eu
49F6CE25-D736-47FA-B0A0-3B38726192E7,How do I talk to a real person,28-Oct-22,LocalGov.Base.Person.Transfer,LocalGov.Base.Person.Transfer,0.9945155,person people real-person,talk,,CliNt1g2rJcFGkzsYRKI1C-eu
9AED94DB-D688-440C-8867-6646216CB39A,How do I go about affordable housing,28-Oct-22,LocalGov.Housing.HousingRegister.Info,LocalGov.Housing.HousingRegister.Info,0.7194611,housing housing affordable-housing,go house,{Carousel},5qkGll5iQcPLdBeXvuO8v9-eu
1A47A61A-BED1-4879-9997-7FCAE24E4F73,How to be an invoice,28-Oct-22,LocalGov.Base.Invoice.Pay,LocalGov.Base.Invoice.Pay,0.37275508,invoice invoices ,,,EsGeNY7vDahFNlV4hzCH4h-eu
3DE0F64A-3200-4917-91AE-D88AE742D6FC,To speak to someone,28-Oct-22,Base.Person.Transfer,Base.Person.Transfer,0.99951327,someone someone ,speak,,EeOrt3Jr4CkJVc6Mk6YFK6-eu
52043F1E-62E6-4BE5-BB57-5E4124287DDF,I don't know,28-Oct-22,Root.Sensitive.Desperation,Root.Sensitive.Desperation,0.88084286,  ,dont,,4eGomLYKdZ9Gyr2MqkmHEY-eu
B97958F9-CEA3-4970-9795-A7492C0FA615,Put me through someone,28-Oct-22,Base.Person.Transfer,Base.Person.Transfer,0.99381626,someone someone ,Put,,Foaoq2gAURzHq23b9TfWcy-eu
9A752E3D-B75E-40E5-BE69-E0FBCE05B4A0,Dog mess signage,28-Oct-22,Root.Sensitive.Desperation,Root.Sensitive.Desperation,0.05894258,Dog mess signage Dogs messes signages Dog-mess-signage,,,B18sKgR0SKuKVefO13WTbQ-eu
8B3C801D-C178-4FC5-A1EC-B198B8501505,"Uh, Warden assisted flat",28-Oct-22,LocalGov.Housing.MutualExchange.Info,LocalGov.Housing.MutualExchange.Info,0.14519541,Warden Wardens ,,,5OBqLTXVMA8I46sqzQ1OKN-eu
CEC7CB3A-6B07-4E67-B9A6-A9022E8B67A2,Try putting through a human being to be on the end of this phone,28-Oct-22,LocalGov.Planning.Enforcement.Breach.Usage.Report,LocalGov.Planning.Enforcement.Breach.Usage.Report,0.052816417,putting being end phone putting beings ends phones ,Try put,,G2uyfZwydFY2g4XSrWCwcw-eu
0603D994-F672-4921-9D7A-9DE7241AAFDF,I need to find out about my housing situation,28-Oct-22,LocalGov.Housing.Contact,LocalGov.Housing.Contact,0.12138667,housing situation housing situations housing-situation,house,,6Auj25fZJ8xBfY5joKi3wc-eu
3233BF12-961A-4581-B5B8-2FC2C1D3AA97,Speak to an agent,28-Oct-22,Base.Person.Transfer,Base.Person.Transfer,0.99929667,agent agents ,Speak,,LBtsQwGzMGLArcH8gMfvGc-eu
511721CF-5C36-4964-8ECD-FAC062E95302,My housing application,28-Oct-22,LocalGov.Housing.Application.Help.Request,LocalGov.Housing.Application.Help.Request,0.87163985,housing application housing applications housing-application,house,{Carousel},4sMvYmcLm1828Hl9Qr5ZQi-eu
ACA89AC8-8205-4E46-8081-FD30C065AB66,Speak to somebody from building control,28-Oct-22,Base.Person.Transfer,Base.Person.Transfer,0.9984196,somebody building control somebody building controls building-control,Speak build,,KrVmidHysPdHEkq44eMUId-eu
CF70323F-9A88-4A78-9417-5AA1E14146AD,How do we get rid of Ellis,28-Oct-22,LocalGov.Waste.Household.Dispose.How,LocalGov.Waste.Household.Dispose.How,0.6915407,Ellis Ellis rid-of-Ellis,get,{Carousel},9Z33xsXY46zL98p7f5FO9x-eu
8AA78385-DC88-4F7D-8F0E-2D145A45561B,To talk to somebody about a disabled parking Bay,28-Oct-22,LocalGov.Parking.Disabled.Bay.Apply,LocalGov.Parking.Disabled.Bay.Apply,0.91204065,somebody parking Bay somebody parking Bays disabled-parking-Bay,talk park,{Carousel},DXZwEybH7VjFCIP16Ko1tH-eu
642665DB-F126-4C24-9AAF-1E929064305C,An actual role,28-Oct-22,Root.Sensitive.Desperation,Root.Sensitive.Desperation,0.058352154,role roles actual-role,,,JVoIK84ABei1ZRYnDDTs9t-eu
93782F63-CD4B-4572-9600-A8D62301C41E,I want to say that the property has been sold and finished the Council tax,28-Oct-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.4902595,property Council tax properties Councils taxes Council-tax,say,{Carousel},KxCqdlHzW3N41oYvBshYdV-eu
A56977BE-DE96-415D-924F-FAD7C1B789B6,Hello,28-Oct-22,Root.Hello,Root.Hello,1,  Hello,,,3Pu425XWtxl8lnGAYpyc78-eu
9E70951F-68DF-4A58-B620-C983BE34383B,How can I find out my first Council tax payment,28-Oct-22,LocalGov.CouncilTax.Arrears.Pay.Info,LocalGov.CouncilTax.Arrears.Pay.Info,0.6726218,Council tax payment Councils taxes payments Council-tax-payment,,{Carousel},GXzkDaQRJr6mCXvRGgfTu-eu
7E136BE4-D2F5-410D-BD81-FE26F439DA57,That is a water leak,28-Oct-22,LocalGov.Housing.Repairs.Emergency.Plumbing.Report,LocalGov.Housing.Repairs.Emergency.Plumbing.Report,0.7864117,water leak waters leaks water-leak,,{Carousel},IKyTGCl32FQ1N3xMm0MFOo-eu
DD1B44CD-33EE-4E29-93EF-77CC8D3DFFCC,Can you tell me about visitors parking permits in Seaside Eastbourne,28-Oct-22,LocalGov.Parking.Permit.Apply.Rules.Info,LocalGov.Parking.Permit.Apply.Rules.Info,0.16115862,visitors parking permits Seaside Eastbourne visitor parking permit Seasides Eastbournes Seaside-Eastbourne visitors-parking-permits,tell park,,C6jWBUz0Ffb7PdIry2tWml-eu
74C9A128-9301-4AC3-96DB-A72CC519BE96,I have an inquiry about my tenancy,28-Oct-22,LocalGov.Housing.Tenancy.Tenant.Add,LocalGov.Housing.Tenancy.Tenant.Add,0.65828365,inquiry tenancy inquiries tenancies ,,{Carousel},YeXOROzOCE5dCCnBPitpy-eu
575CD8B7-911D-444C-86E7-BBA060FAD4D7,I want to contact environmental services,28-Oct-22,Base.Person.Transfer,Base.Person.Transfer,0.9999941,services service environmental-services,contact,,IzSKAdfFJ0f31qFF7HB7ym-eu
9B8D1E48-AB9A-49CE-8C3D-DACAE942D2BA,How to book? Take some some rubbish away,28-Oct-22,LocalGov.Environ.Cleaning.Flytipping.Info,LocalGov.Environ.Cleaning.Flytipping.Info,0.7195099,rubbish rubbishes ,book Take,{Carousel},9Jn4aTggQ9wEntDXD8Sc9P-eu
C03B8A50-4A73-418D-8214-F427A5ADC68C,Ohh for God's sake,28-Oct-22,LocalGov.Waste.Household.Dispose.How,LocalGov.Waste.Household.Dispose.How,0.07727441,Gods sake Gods sakes God's-sake,Ohh,,DR4n0UWNOAfA92FQhYml7S-eu
276D91D3-2969-4461-B25C-496CDF515A10,I'm being a bit from my flat on the 31st December and I've got two children and I don't know what to do,28-Oct-22,LocalGov.Housing.Homeless.Imminent.Info,LocalGov.Housing.Homeless.Imminent.Info,0.18131684,,,Your request was a bit too long to understand I'm afraid. Please try using 20 words or less.,29xgln0NrLPGH6G9ZqfePr-eu
67C8C753-A84B-4FC8-A7EB-16C235356EBC,Going to be made homeless,28-Oct-22,LocalGov.Housing.Homeless.Info,LocalGov.Housing.Homeless.Info,0.9692211,Going Going ,go,{Carousel},29xgln0NrLPGH6G9ZqfePr-eu
041147DC-BC38-4AEA-83C4-565998649223,I'm trying to make a Council tax payment,28-Oct-22,LocalGov.CouncilTax.Arrears.Pay.Info,LocalGov.CouncilTax.Arrears.Pay.Info,0.76991665,Im trying Council tax payment Ims trying Councils taxes payments Council-tax-payment,try make,{Carousel},9IweTiqBvwdDpg4RYU6zYT-eu
89123518-D115-45ED-8DA2-5532CB2A4787,Double payment of council tax,28-Oct-22,LocalGov.CouncilTax.Arrears.Pay.Info,LocalGov.CouncilTax.Arrears.Pay.Info,0.82842386,payment council tax payments councils taxes Double-payment-of-council-tax,,{Carousel},6TV9LJoDa4SIy2WGZrogMS-eu
861163A7-3C10-477F-B143-55152962D98C,How do I cheque? I'm on the electoral roll,28-Oct-22,LocalGov.Waste.Household.Dispose.How,LocalGov.Waste.Household.Dispose.How,0.04541023,cheque Im roll cheques Ims rolls electoral-roll,,,J0MluSkyXq5Hl2vQNPFHtt-eu
EA465090-60CB-4E7B-B7B9-95BF79F6AFA7,Appointment,28-Oct-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,DYPSemPpiJCKkm2c5VXRSB-eu
BF77C784-DA48-4BF1-81D4-F10907DAAE47,I need an order number,28-Oct-22,Root.IWantTo,Root.IWantTo,0.43226865,order number orders numbers order-number,,,9fxwM9PrQtJG16palAeQYk-eu
1CAF65CA-4543-42FD-9CE7-DC374C69D804,Can you pass me to an assistant,28-Oct-22,Base.Person.Transfer,Base.Person.Transfer,0.9999941,assistant assistants ,pass,,DYPSemPpiJCKkm2c5VXRSB-eu
57185D12-11B0-4736-B135-619339465154,Why haven't I received a reply,28-Oct-22,LocalGov.CouncilTax.NonPayment.Summons.Info,LocalGov.CouncilTax.NonPayment.Summons.Info,0.14410836,reply replies ,havent,,JOiTGz9dIdS14RFNJbe1j2-eu
2AF121B7-53B5-49D0-923C-009CAD402C8A,Go to revenue and benefits manager,28-Oct-22,LocalGov.Benefits.Info,LocalGov.Benefits.Info,0.65417004,revenue benefits manager revenues benefit managers benefits-manager,Go,{Carousel},A2ZyrzNxrqXBeBxKgFHJcr-eu
B7DD8682-7FF4-414D-B466-6145F26E0A4F,Fly tipping,28-Oct-22,Root.Hello,Root.Hello,0.07532938,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,6t9161cVYG76r2qIrB91HQ-eu
8AFE93F8-C716-43BB-AEB2-071D624607B2,What do you think about the after a document,28-Oct-22,LocalGov.Registration.Marriage.Certificate.Apply,LocalGov.Registration.Marriage.Certificate.Apply,0.035713065,document documents ,think,,DdooHLIKQS9BsxqjYQ4TwN-eu
0A52C3C4-0ECF-44F9-87F7-E0100EBAB245,Private sector leasing,28-Oct-22,Root.Sensitive.Desperation,Root.Sensitive.Desperation,0.077497974,sector leasing sectors leasing Private-sector-leasing,lease,,8FAiy2QIjZ83hFARnijvgN-eu
DE274281-8EDE-4263-9FDF-26AABF18DB30,Copy of birth certificate,28-Oct-22,LocalGov.Registration.Certificates.Copy.Cost,LocalGov.Registration.Certificates.Copy.Cost,0.84325165,Copy birth certificate Copies births certificates birth-certificate,,{Carousel},7UQqqpiVvKx8YsTzXIt9lg-eu
A946C802-E6AA-46C5-BCD2-7476CCB0854F,I need to be able to contact a housing officer by the name of Lisa Cole,28-Oct-22,LocalGov.Housing.Contact,LocalGov.Housing.Contact,0.6928567,housing officer name Lisa Cole housing officers names Lisas Coles housing-officer Lisa-Cole,contact house,{Carousel},IVthR4FGBGA5AiGnV3dygA-eu
46766FAF-A87F-458D-8348-4FF8948D6551,Ohh,28-Oct-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,GMRQEuUxrJ8JkH6Hcc85K6-eu
F17E1D7D-3A10-4431-891C-5FD712738426,Electoral register,28-Oct-22,Root.HowDoI,Root.HowDoI,0.10296502,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,GMRQEuUxrJ8JkH6Hcc85K6-eu
F2CBEDBF-E7F5-46A6-916A-1A3C7472F089,Please go and find someone to help,28-Oct-22,Base.Person.Transfer,Base.Person.Transfer,0.99786365,someone someone ,go help,,GMRQEuUxrJ8JkH6Hcc85K6-eu
AEE8807F-28D6-4586-9ADC-6410BAAA1683,Electrical wealth,28-Oct-22,Root.Hello,Root.Hello,0.07532938,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,6AqWQQ1TGNkAdcpg6xjMBE-eu
CBA624BE-4EF9-485D-8EE6-E74D7CBC0C95,It's about my annual household enquiry form. I need it to be sorted,28-Oct-22,LocalGov.Planning.Heritage.HistoricRecords.Enquire,LocalGov.Planning.Heritage.HistoricRecords.Enquire,0.19668393,household enquiry form households enquiries forms annual-household-enquiry-form,,,6AqWQQ1TGNkAdcpg6xjMBE-eu
0B468BDF-C9BE-4A31-AC6E-4C066D726230,Electoral roll,28-Oct-22,Root.Hello,Root.Hello,0.07532938,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,CY5B0TFGUSY3VAC17ESSnc-eu
F72B4929-A70E-49D2-9B5C-5C176F1DA22E,How do I update my electoral roll for my house,28-Oct-22,LocalGov.Housing.Mobility.Adaptation.Info,LocalGov.Housing.Mobility.Adaptation.Info,0.08940136,roll house rolls houses electoral-roll,update,,CY5B0TFGUSY3VAC17ESSnc-eu
B7B07D66-E523-40EB-A3F8-F8DFDAEAC2DC,I would like to pay,28-Oct-22,Root.IWantTo,Root.IWantTo,0.83124125,  ,pay,,ESn4D7dzoO2Gf5U3SJ0jTV-eu
B4A8F090-2F76-4AD4-ACFC-C5B2A886BE91,Is the car park in North St Lewis still open,28-Oct-22,LocalGov.Parking.Central.Nearest.Where,LocalGov.Parking.Central.Nearest.Where,0.12586294,car park North St Lewis cars parks Norths Sts Lewis North-St-Lewis car-park,,,LwqtRzPk7FZ6QZl6C5ain4-eu
6B360BE3-9392-4078-A271-DAC76B35DB11,I've got a council tax and it's in the,28-Oct-22,LocalGov.CouncilTax.Support.Eligible.Who,LocalGov.CouncilTax.Support.Eligible.Who,0.7361971,Ive council tax Ives councils taxes council-tax,,{Carousel},1XB6fHt2orDYGjWOyoypX-eu
FBF0E88C-2A24-4BDF-BEDF-464AAB23C2C8,Century,28-Oct-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,KuYcKciRWoQCmXf3z2p9OP-eu
F12A3489-2139-463F-AE22-00C283024493,Need help finding a cemetery,28-Oct-22,LocalGov.Bereavment.Cemetery.Fee.Costs,LocalGov.Bereavment.Cemetery.Fee.Costs,0.8367103,cemetery cemeteries ,,{Carousel},KuYcKciRWoQCmXf3z2p9OP-eu
F53D9777-6773-4E52-8DC3-2955314E33CC,Securing property after death of tenant,28-Oct-22,LocalGov.CouncilTax.Landlord.Occupancy.Change,LocalGov.CouncilTax.Landlord.Occupancy.Change,0.5855919,Securing property death tenant Securing properties deaths tenants Securing-property death-of-tenant,secure,{Carousel},Ivinsc35SszC5nZe478Nee-eu
96EA6832-E5FA-4048-AEE7-CF813DDED74F,I have a problem with my Council tax,28-Oct-22,LocalGov.CouncilTax.Refund.Apply,LocalGov.CouncilTax.Refund.Apply,0.843096,Council tax Councils taxes Council-tax,,{Carousel},J919ntH3QDWLb63xacLvfv-eu
51C4CD1C-0A84-442F-B4DA-956475C5766D,"To speak to a housing manager, please",28-Oct-22,LocalGov.Housing.Contact,LocalGov.Housing.Contact,0.23948893,housing manager housing managers housing-manager,speak house,,GxN0h3IyPiyE7ojHMvSjt1-eu
B27D96E2-A6CB-48AA-BEAE-E6398AFF3AA2,I need to make a Council tax payment,28-Oct-22,LocalGov.CouncilTax.Arrears.Pay.Info,LocalGov.CouncilTax.Arrears.Pay.Info,0.9335151,Council tax payment Councils taxes payments Council-tax-payment,make,{Carousel},4jS3NUe6Q673kVozJqANjn-eu
0FBF06D1-F0F8-4565-BE68-33D63385EC36,Um,28-Oct-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,BOZLiIgpDl64LESdeePh2K-eu
90A690CD-A648-4ED3-9D34-FD7E6209A246,Damn,28-Oct-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,BOZLiIgpDl64LESdeePh2K-eu
2667CE2F-759D-42CE-9B16-2EBA5B0550BB,Household,28-Oct-22,Root.Hello,Root.Hello,0.5403972,,,Tip - I work best if you ask a short question or tell me your problem in a short sentence rather than just using keywords.,79Hi4vEs58e2q1QT8nexGb-eu
BF532C6A-516D-421A-A27D-894432FCAAAB,I need to speak to someone please,28-Oct-22,Base.Person.Transfer,Base.Person.Transfer,1,someone someone ,speak,,79Hi4vEs58e2q1QT8nexGb-eu
44D2BB44-6960-4572-B47F-4F86A2FDBD14,I have a question regarding my Council tax reduction form,28-Oct-22,LocalGov.CouncilTax.Support.Eligible.Who,LocalGov.CouncilTax.Support.Eligible.Who,0.987753,question regarding Council tax reduction form questions regarding Councils taxes reductions forms Council-tax-reduction-form,regard,{Carousel},2nfNbUOCScFKBBTsn1knjY-eu
